id,title,runtime,original_language,overview,popularity,tagline,genres,spoken_languages,keywords,directors,writers,averageRating,numVotes,cast,sex_nudity_summary,sex_nudity_score,year,NLP_nudity_score,Sexual_Nudity_Category,sex_nudity_summary_cleaned
212778,Chef,114,en,"When Chef Carl Casper suddenly quits his job at a prominent Los Angeles restaurant after refusing to compromise his creative integrity for its controlling owner, he is left to figure out what's next. Finding himself in Miami, he teams up with his ex-wife, his friend and his son to launch a food truck. Taking to the road, Chef Carl goes back to his roots to reignite his passion for the kitchen -- and zest for life and love.",20.584,Starting from scratch never tasted so good.,Comedy,"English, Spanish","parent child relationship, restaurant owner, road trip, food, chef, ex-husband ex-wife relationship, twitter, social media, duringcreditsstinger, food truck, gastronomia",Jon Favreau,Jon Favreau,7.3,239544,"Jon Favreau, John Leguizamo, Bobby Cannavale, Emjay Anthony, Scarlett Johansson, Dustin Hoffman, Sofía Vergara, Oliver Platt, Amy Sedaris, Robert Downey Jr.",Mild.  A man and woman kiss passionately. A man makes a suggestive remark about a woman's breasts. A man and woman flirt and talk about having sex. A man makes a crude remark about oral sex.,2.0,2014,6,Moderate,A man and woman kiss passionately. A man makes a suggestive remark about a woman's breasts. A man and woman flirt and talk about having sex. A man makes a crude remark about oral sex.
2252,Eastern Promises,101,en,"A Russian teenager, living in London, dies during childbirth but leaves clues to a midwife in her journal, that could tie her child to a rape involving a violent Russian mob family.",24.135,Every sin leaves a mark.,"Thriller, Crime, Mystery","English, Russian, Turkish, Ukrainian, Urdu","chauffeur, london, england, prostitute, jealousy, rape, tattoo, hitman, parent child relationship, bratva (russian mafia), gangster, human trafficking, diary, midwife, murder, statutory rape, orphan, brutality, motorcycle, disposing of a dead body, bathhouse, empathy",David Cronenberg,Steven Knight,7.6,268148,"Viggo Mortensen, Naomi Watts, Vincent Cassel, Armin Mueller-Stahl, Sinéad Cusack, Donald Sumpter, Josef Altin, Mina E. Mina, Aleksandar Mikic, Sarah-Jeanne Labrosse","Severe;  A man is shown fully nude from the back, including buttocks.  A woman is shown topless, with full frontal nudity implied.  A man attempts to rape a 14-year-old girl, but is interrupted.  A man is shown receiving oral sex from a woman.  Sexual references and innuendo.",8.0,2007,10,Severe,"A man is shown fully nude from the back, including buttocks.  A woman is shown topless, with full frontal nudity implied.  A man attempts to rape a 14-year-old girl, but is interrupted.  A man is shown receiving oral sex from a woman.  Sexual references and innuendo."
285783,The Walk,123,en,The story of French high-wire artist Philippe Petit's attempt to cross the Twin Towers of the World Trade Center in 1974.,18.724,Every dream begins with a single step,"Drama, Crime, Comedy, Thriller","French, English","new york city, skyscraper, 1970s, biography, based on true story, tightrope, planning, world trade center, trespass",Robert Zemeckis,"Robert Zemeckis, Christopher Browne, Philippe Petit",7.3,137724,"Joseph Gordon-Levitt, Ben Kingsley, Charlotte Le Bon, James Badge Dale, Clément Sibony, César Domboy, Benedict Samuel, Ben Schwartz, Steve Valentine, Mark Camacho",None.  There are a few scenes of kissing between Philippe and Annie.,1.0,2015,0,None,There are a few scenes of kissing between Philippe and Annie.
46705,Blue Valentine,112,en,"Dean and Cindy live a quiet life in a modest neighborhood. They appear to have the world at their feet at the outset of the relationship. However, his lack of ambition and her retreat into self-absorption cause potentially irreversible cracks in their marriage.",16.501,A Love Story.,"Drama, Romance",English,"depression, dancing, nurse, pennsylvania, usa, love at first sight, pregnancy, classroom, marriage, bridge, dysfunctional family, alcoholism, love, divorce, nonlinear timeline, abortion, student, broken marriage",Derek Cianfrance,"Derek Cianfrance, Joey Curtis, Cami Delavigne",7.3,216148,"Ryan Gosling, Michelle Williams, John Doman, Mike Vogel, Ben Shenkman, Jen Jones, Maryann Plunkett, Faith Wladyka, Marshall Johnson, James Benatti","** Severe;  A couple is shown having sex in several scenes, including graphic depictions of intercourse, oral sex (female on male), and masturbation (male).  Breasts and male genitalia are shown.  There are also scenes of passionate kissing and implied sex.  Sexual dialogue is present throughout the film.  The film explores the complexities of a relationship, including its intimate moments, both loving and strained.",,2010,14,Severe,"A couple is shown having sex in several scenes, including graphic depictions of intercourse, oral sex (female on male), and masturbation (male).  Breasts and male genitalia are shown.  There are also scenes of passionate kissing and implied sex.  Sexual dialogue is present throughout the film.  The film explores the complexities of a relationship, including its intimate moments, both loving and strained."
10948,The Fox and the Hound,82,en,"When a feisty little fox named Tod is adopted into a farm family, he quickly becomes friends with a fun and adorable hound puppy named Copper. Life is full of hilarious adventures until Copper is expected to take on his role as a hunting dog -- and the object of his search is his best friend!",29.86,A story of two friends who didn't know they were supposed to be enemies.,"Adventure, Animation, Drama, Family",English,"friendship, based on novel or book, fox, dog, animal, hunting, unlikely friendship, pets","Ted Berman, Richard Rich, Art Stevens, David Hand, Wolfgang Reitherman","Daniel P. Mannix, Larry Clemmons, Ted Berman, Dave Michener, Peter Young, Burny Mattinson, Steve Hulett, Earl Kress, Vance Gerry",7.2,105094,"Mickey Rooney, Kurt Russell, Pearl Bailey, Jack Albertson, Sandy Duncan, Jeanette Nolan, Pat Buttram, Richard Bakalyan, Paul Winchell, John Fiedler",None.  There is no sexual content or nudity in the film.,1.0,1981,0,None,There is no sexual content or nudity in the film.
617653,The Last Duel,153,en,"King Charles VI declares that Knight Jean de Carrouges settle his dispute with his squire, Jacques Le Gris, by challenging him to a duel.",30.646,The true story of a woman who defied a nation and made history.,"History, Drama, Action","French, Romanian, English","based on novel or book, castle, male friendship, normandy, france, based on true story, trial, battlefield, knight, duel, battle, historical, catholic, sword duel, rape and revenge, historical drama, trial by combat, nobleman, squire, 14th century, knighthood, medieval france, medieval times, noble",Ridley Scott,"Nicole Holofcener, Ben Affleck, Matt Damon, Eric Jager",7.3,191345,"Jodie Comer, Matt Damon, Adam Driver, Ben Affleck, Harriet Walter, Marton Csokas, Alex Lawther, William Houston, Oliver Cotton, Zeljko Ivanek","** Moderate.  A couple has sex in a variety of positions, but no nudity is shown. A rape scene is depicted, but it is not graphic; the focus is on the power dynamic and the woman's lack of consent. There are some sexual innuendos and discussions of sexual matters.",,2021,0,None,"A couple has sex in a variety of positions, but no nudity is shown. A rape scene is depicted, but it is not graphic; the focus is on the power dynamic and the woman's lack of consent. There are some sexual innuendos and discussions of sexual matters."
77016,End of Watch,109,en,Two young officers are marked for death after confiscating a small cache of money and firearms from the members of a notorious cartel during a routine traffic stop.,30.648,Every moment of your life they stand watch,"Crime, Drama, Thriller","English, Spanish","friendship, street gang, ambush, human trafficking, arrest, shootout, los angeles, california, brutality, gang member, rookie cop, u.s. marine, pregnant wife, found footage, bullet proof vest, medal of valor, police sergeant, felon, golden gun, video camera",David Ayer,David Ayer,7.6,276690,"Jake Gyllenhaal, Michael Peña, Natalie Martinez, Anna Kendrick, David Harbour, Frank Grillo, America Ferrera, Cody H. Carolin, Shondrella Avery, Hugh Daly",Moderate.  A married couple is shown in bed together (no nudity).  Some sexual references and innuendo.  A woman wears somewhat revealing clothing.,3.0,2012,3,Mild,A married couple is shown in bed together (no nudity).  Some sexual references and innuendo.  A woman wears somewhat revealing clothing.
1669,The Hunt for Red October,135,en,"A new technologically-superior Soviet nuclear sub, the Red October, is heading for the U.S. coast under the command of Captain Marko Ramius. The American government thinks Ramius is planning to attack. A lone CIA analyst has a different idea: he thinks Ramius is planning to defect, but he has only a few hours to find him and prove it - because the entire Russian naval and air commands are trying to find him, too. The hunt is on!",34.195,Invisible. Silent. Stolen.,"Action, Adventure, Thriller","English, Russian","based on novel or book, submarine, cold war, intelligence, u.s. navy, defection, jack ryan, ex military, 1980s, political thriller, nuclear submarine, soviet/russian navy, intelligence service, cia analyst, russian submarine, intelligence analyst",John McTiernan,"Tom Clancy, Larry Ferguson, Donald E. Stewart, David Shaber",7.5,220552,"Sean Connery, Alec Baldwin, Scott Glenn, Sam Neill, James Earl Jones, Joss Ackland, Richard Jordan, Peter Firth, Tim Curry, Courtney B. Vance","Mild.  A few scenes show married couples kissing.  One scene shows a husband and wife in bed together (nothing explicit is shown, and they are both clothed).  Some mild sexual innuendo.",2.0,1990,4,Mild,"A few scenes show married couples kissing.  One scene shows a husband and wife in bed together (nothing explicit is shown, and they are both clothed).  Some mild sexual innuendo."
50348,The Lincoln Lawyer,119,en,A lawyer conducts business from the back of his Lincoln town car while representing a high-profile client in Beverly Hills.,20.214,This case is a dangerous game of life and death.,"Crime, Drama, Thriller",English,"prostitute, based on novel or book, judge, upper class, homicide, video surveillance, arrest, jury, private investigator, lawyer, crime scene, courtroom, defense attorney, beverly hills, uncover truth, murder trial, trial lawyer, courtroom drama, bail hearing, murder of a prostitute, legal thriller, attorney, attorney client privilege, guilty client",Brad Furman,"John Romano, Michael Connelly",7.3,260104,"Matthew McConaughey, Ryan Phillippe, William H. Macy, Marisa Tomei, Josh Lucas, John Leguizamo, Michael Peña, Bob Gunton, Frances Fisher, Trace Adkins",** Mild.  A man and woman kiss passionately and begin to undress each other; they are interrupted before anything further is shown. A woman wears low-cut tops that reveal cleavage in several scenes.  A man makes a couple of suggestive remarks.,,2011,2,Mild,A man and woman kiss passionately and begin to undress each other; they are interrupted before anything further is shown. A woman wears low-cut tops that reveal cleavage in several scenes.  A man makes a couple of suggestive remarks.
1621,Trading Places,116,en,A snobbish investor and a wily street con-artist find their positions reversed as part of a bet by two callous millionaires.,25.555,They're not just getting rich... They're getting even.,Comedy,English,"prostitute, philadelphia, pennsylvania, butler, christmas party, rags to riches, broker, beggar, wager, stockbroker, fish out of water, millionaire, commodities, investor, hoodlum, wrongful arrest, rich snob, christmas, riches to rags, christmas eve",John Landis,"Timothy Harris, Herschel Weingrod",7.5,172622,"Dan Aykroyd, Eddie Murphy, Ralph Bellamy, Don Ameche, Denholm Elliott, Kristin Holby, Paul Gleason, Jamie Lee Curtis, Alfred Drake, Bo Diddley",** Moderate; A man wears a gorilla suit and attempts to have sex with a woman (she is initially unaware of his true identity).  A woman offers sex to a man in exchange for information.  A woman flashes a man (her breasts are briefly visible).  Some sexual innuendo.  A man is shown in women's clothing (including lingerie).,,1983,8,Moderate,A man wears a gorilla suit and attempts to have sex with a woman (she is initially unaware of his true identity).  A woman offers sex to a man in exchange for information.  A woman flashes a man (her breasts are briefly visible).  Some sexual innuendo.  A man is shown in women's clothing (including lingerie).
167073,Brooklyn,111,en,"In 1950s Ireland and New York, young Eilis Lacey has to choose between two men and two countries.",15.519,"Two countries, two loves, one heart","Romance, Drama",English,"ship, based on novel or book, love triangle, homesickness, marriage, community, working class, boarding house, suburb, ireland, brooklyn, new york city, journey, irish immigrant, 1950s",John Crowley,"Nick Hornby, Colm Tóibín",7.5,153625,"Saoirse Ronan, Domhnall Gleeson, Emory Cohen, Jim Broadbent, Julie Walters, Jessica Paré, Eve Macklin, Brid Brennan, Fiona Glascott, Jane Brennan",Mild.  A young couple kisses passionately and lies in bed together (fully clothed).  A woman changes her clothes in a dorm room with other women present (nothing sensitive is shown).  A man and woman dance closely together.  A woman is shown in her bra and slip.  Some innuendo and mild sexual references.,2.0,2015,3,Mild,A young couple kisses passionately and lies in bed together (fully clothed).  A woman changes her clothes in a dorm room with other women present (nothing sensitive is shown).  A man and woman dance closely together.  A woman is shown in her bra and slip.  Some innuendo and mild sexual references.
785084,The Whale,116,en,A reclusive English teacher suffering from severe obesity attempts to reconnect with his estranged teenage daughter for one last chance at redemption.,54.977,,Drama,English,"regret, nurse, missionary, idaho, bible, redemption, overweight man, addiction, based on play or musical, teacher, grief, neighbor, obesity, religion, death of lover, election, rebellious daughter, guilt, death, lgbt, sister-in-law, eating disorder, father daughter reunion, empathy, shame, english teacher, abandonment, one location, father daughter relationship, 2010s, gay theme, apartment, essay, food addiction, religious symbolism",Darren Aronofsky,Samuel D. Hunter,7.6,236588,"Brendan Fraser, Sadie Sink, Ty Simpkins, Hong Chau, Samantha Morton, Sathya Sridharan, Jacey Sink, Allison Altman, Wilhelm Schalaudek","** Moderate.  A morbidly obese man is shown nude in several scenes, though strategically covered.  There are references to masturbation and pornography. A character reads an erotic passage aloud.",,2022,4,Mild,"A morbidly obese man is shown nude in several scenes, though strategically covered.  There are references to masturbation and pornography. A character reads an erotic passage aloud."
180863,T2 Trainspotting,117,en,"After 20 years abroad, Mark Renton returns to Scotland and reunites with his old friends Sick Boy, Spud and Begbie.",21.127,Face your past. Choose your future.,"Drama, Comedy","Bulgarian, English","prison, friendship, based on novel or book, fight, scotland, blackmail, heroin, drug addiction, junkie, cocaine, nightclub, edinburgh, scotland, addiction, sequel, prison escape, revenge, extortion, theft, bar fight, social realism, council estate, bulgarian",Danny Boyle,"John Hodge, Irvine Welsh",7.1,135967,"Ewan McGregor, Jonny Lee Miller, Ewen Bremner, Robert Carlyle, Anjela Nedyalkova, Shirley Henderson, Kelly Macdonald, Pauline Turner, Scot Greenan, James Cosmo","** Moderate.  Topless female nudity is shown briefly in a nightclub scene.  A man is shown fully nude from behind.  Sexual references and innuendo are present throughout the film.  A man makes crude remarks about a woman's anatomy.  A sex scene is implied but not graphically shown.  A man is seen in a compromising position with a much younger woman, though nothing explicit is shown.",,2017,6,Moderate,"Topless female nudity is shown briefly in a nightclub scene.  A man is shown fully nude from behind.  Sexual references and innuendo are present throughout the film.  A man makes crude remarks about a woman's anatomy.  A sex scene is implied but not graphically shown.  A man is seen in a compromising position with a much younger woman, though nothing explicit is shown."
76025,Shame,102,en,"Brandon, a thirty-something man living in New York, eludes intimacy with women but feeds his deepest desires with a compulsive addiction to sex. When his younger sister temporarily moves into his apartment, stirring up bitter memories of their shared painful past, Brandon's life, like his fragile mind, gets out of control.",24.812,,Drama,English,"new york city, pornography, sex addiction, co-workers relationship, internet porn, self-loathing, brother sister relationship",Steve McQueen,"Steve McQueen, Abi Morgan",7.2,209979,"Michael Fassbender, Carey Mulligan, James Badge Dale, Nicole Beharie, Lucy Walters, Mari-Ange Ramirez, Alex Manette, Hannah Ware, Elizabeth Masucci, Rachel Farrar","Severe.  Full frontal male nudity is shown repeatedly.  Female breasts and buttocks are shown.  Many scenes depict various sex acts, including masturbation, oral sex, and intercourse (some quite graphic).  The film centers around sex addiction, so sexual content is pervasive.  There are also scenes in strip clubs and prostitutes are shown.",9.0,2011,17,Severe,"Full frontal male nudity is shown repeatedly.  Female breasts and buttocks are shown.  Many scenes depict various sex acts, including masturbation, oral sex, and intercourse (some quite graphic).  The film centers around sex addiction, so sexual content is pervasive.  There are also scenes in strip clubs and prostitutes are shown."
179144,The Great Beauty,142,it,"Jep Gambardella has seduced his way through the lavish nightlife of Rome for decades, but after his 65th birthday and a shock from the past, Jep looks past the nightclubs and parties to find a timeless landscape of absurd, exquisite beauty.",11.758,,Drama,"Italian, Japanese, Spanish, Mandarin","journalist, based on novel or book, rome, italy, alcohol, birthday, vatican, nightclub, giraffe, artist, beauty, satire, aging, love, church, art, drugs, flamingo",Paolo Sorrentino,"Paolo Sorrentino, Umberto Contarello",7.7,100749,"Toni Servillo, Carlo Verdone, Sabrina Ferilli, Carlo Buccirosso, Iaia Forte, Pamela Villoresi, Galatea Ranzi, Franco Graziosi, Sonia Gessner, Giorgio Pasotti","** Moderate; Several scenes feature topless women, including one brief glimpse of full frontal nudity during a party scene.  There are also scenes of implied sexual activity and some sexually suggestive dancing.  The film deals with themes of hedonism and decadence, which are reflected in some of the sexual content.  The overall tone, however, is more suggestive than explicit.",,2013,10,Severe,"Several scenes feature topless women, including one brief glimpse of full frontal nudity during a party scene.  There are also scenes of implied sexual activity and some sexually suggestive dancing.  The film deals with themes of hedonism and decadence, which are reflected in some of the sexual content.  The overall tone, however, is more suggestive than explicit."
1443,The Virgin Suicides,97,en,"A group of male friends become obsessed with five mysterious sisters who are sheltered by their strict, religious parents.",22.406,"Beautiful, mysterious, haunting, invariably fatal. Just like life.","Drama, Romance",English,"suicide, based on novel or book, michigan, suicide attempt, 1970s, coming of age, suburb, lust, family, catholic, overprotective parent, teen suicide, femininity, woman director, male gaze, sisters",Sofia Coppola,"Jeffrey Eugenides, Sofia Coppola",7.2,176129,"James Woods, Kathleen Turner, Kirsten Dunst, Josh Hartnett, Michael Paré, Scott Glenn, Danny DeVito, A.J. Cook, Hanna Hall, Leslie Hayman","Moderate. Several scenes feature teenage girls in various states of undress (e.g., changing clothes, wearing slips).  There are discussions about sex and virginity, including a scene where a boy loses his virginity to an older woman. A girl is shown kissing multiple boys at a party.  A character attempts suicide after having sex.  There are some suggestive comments and innuendo.",4.0,1999,5,Moderate,"Several scenes feature teenage girls in various states of undress (e.g., changing clothes, wearing slips).  There are discussions about sex and virginity, including a scene where a boy loses his virginity to an older woman. A girl is shown kissing multiple boys at a party.  A character attempts suicide after having sex.  There are some suggestive comments and innuendo."
109421,Side Effects,106,en,A woman turns to prescription medication as a way of handling her anxiety concerning her husband's upcoming release from prison.,21.046,One pill can change your life.,"Thriller, Crime, Drama","English, French","depression, new york city, fraud, insomnia, deception, cover-up, murder, lawyer, doctor, patient, drugs, psychiatrist, ex-con, sleepwalking, prescription medication, professional reputation, insider trading, anxiety, apartment",Steven Soderbergh,Scott Z. Burns,7.1,199889,"Rooney Mara, Jude Law, Catherine Zeta-Jones, Channing Tatum, Vinessa Shaw, Ann Dowd, Polly Draper, David Costabile, Mamie Gummer, Scott Shepherd","Moderate.  A married couple is shown in bed together, mostly covered by sheets.  Some kissing.  A woman is shown taking a bath, but nothing explicit is shown.  A character undresses down to their underwear in front of another character, but nothing explicit is shown.  Some sexual innuendo and discussion of sexual topics.",4.0,2013,8,Moderate,"A married couple is shown in bed together, mostly covered by sheets.  Some kissing.  A woman is shown taking a bath, but nothing explicit is shown.  A character undresses down to their underwear in front of another character, but nothing explicit is shown.  Some sexual innuendo and discussion of sexual topics."
8619,Master and Commander: The Far Side of the World,138,en,"After an abrupt and violent encounter with a French warship inflicts severe damage upon his ship, a captain of the British Royal Navy begins a chase over two oceans to capture or destroy the enemy, though he must weigh his commitment to duty and ferocious pursuit of glory against the safety of his devoted crew, including the ship's thoughtful surgeon, his best friend.",20.328,The courage to do the impossible lies in the hearts of men.,"Adventure, Drama, War","French, Portuguese, English","epic, ship, navy, based on novel or book, surgeon, royal navy, historical fiction, period drama, napoleonic wars, naturalist, frigate, self surgery, sea battle, weevil, high seas, naval warfare, 19th century, galapagos islands, galapagos, naval battle, english navy",Peter Weir,"Patrick O'Brian, Peter Weir, John Collee",7.5,244311,"Russell Crowe, Paul Bettany, James D'Arcy, Robert Pugh, David Threlfall, Lee Ingleby, Max Pirkis, Max Benitz, Billy Boyd, Edward Woodall",Mild.  Some mild innuendo and flirting. A bare-breasted prostitute is briefly seen in the background of one scene.,2.0,2003,4,Mild,Some mild innuendo and flirting. A bare-breasted prostitute is briefly seen in the background of one scene.
82633,Lawless,115,en,"In 1931, the Bondurant brothers of Franklin County, Virginia, run a multipurpose backwoods establishment that hides their true business — bootlegging. Middle brother Forrest is the brain of the operation; older Howard is the brawn, and younger Jack, the lookout. Though the local police have taken bribes and left the brothers alone, a violent war erupts when a sadistic lawman from Chicago arrives and tries to shut down the Bondurants operation.",24.445,"When the law became corrupt, outlaws became heroes.","Crime, Drama, Western",English,"corruption, based on novel or book, prohibition era, brother, gangster, great depression, appalachia, bootlegging, shootout, brutality, church, tommy gun, moonshine, virginia, 1930s, lawman, brothers, violence",John Hillcoat,"Nick Cave, Matt Bondurant",7.2,257194,"Shia LaBeouf, Tom Hardy, Gary Oldman, Guy Pearce, Jason Clarke, Jessica Chastain, Mia Wasikowska, Dane DeHaan, Lew Temple, Chris McGarry","Moderate.  A few scenes feature topless women in a brothel setting.  Some sexual innuendo and implied sex scenes, but nothing graphic is shown.  A married couple is shown in bed together (nothing explicit shown).  Some kissing.",4.0,2012,7,Moderate,"A few scenes feature topless women in a brothel setting.  Some sexual innuendo and implied sex scenes, but nothing graphic is shown.  A married couple is shown in bed together (nothing explicit shown).  Some kissing."
68730,Silence,161,en,"Two Jesuit priests travel to seventeenth century Japan which has, under the Tokugawa shogunate, banned Catholicism and almost all foreign contact.",28.9,Sometimes silence is the deadliest sound.,"Drama, History","Japanese, English","japan, based on novel or book, christianity, missionary, remake, betrayal, torture, martyrdom, crisis of faith, portuguese, jesuits (society of jesus), 17th century, shogunate, religious persecution, religious icon, apostasy",Martin Scorsese,"Jay Cocks, Martin Scorsese, Shûsaku Endô",7.2,126204,"Andrew Garfield, Adam Driver, Liam Neeson, Tadanobu Asano, Ciarán Hinds, Issey Ogata, Yoshi Oida, Yosuke Kubozuka, Kaoru Endô, Diego Calderón",Mild.  Brief non-sexual nudity of villagers as they are tortured.  A woman is shown topless as she is crucified.,2.0,2016,4,Mild,Brief non-sexual nudity of villagers as they are tortured.  A woman is shown topless as she is crucified.
1103,Escape from New York,99,en,"In the future, crime is out of control and New York City's Manhattan is a maximum security prison. Grabbing a bargaining chip right out of the air, convicts bring down the President's plane in bad old Gotham. Gruff Snake Plissken, a one-eyed lone warrior new to prison life, is coerced into bringing the President, and his cargo, out of this land of undesirables.",24.171,1997. New York City Is Now a Maximum Security Prison. Breaking Out is Impossible. Breaking In is Insane.,"Science Fiction, Action",English,"new york city, taxi, martial arts, street gang, usa president, war veteran, kidnapping, hostage, liberation of prisoners, gangster, dystopia, anti hero, post-apocalyptic future, wrestling, villain, attempt to escape, rescue mission, police operation, cyberpunk, electronic music score, urban setting, reluctant hero",John Carpenter,"John Carpenter, Nick Castle",7.1,163375,"Kurt Russell, Lee Van Cleef, Ernest Borgnine, Donald Pleasence, Isaac Hayes, Season Hubley, Harry Dean Stanton, Adrienne Barbeau, Tom Atkins, Charles Cyphers",Mild.  A woman is shown topless from behind in a dimly lit scene. Some sexual innuendo.,2.0,1981,3,Mild,A woman is shown topless from behind in a dimly lit scene. Some sexual innuendo.
756,Fantasia,124,en,"Walt Disney's timeless masterpiece is an extravaganza of sight and sound! See the music come to life, hear the pictures burst into song and experience the excitement that is Fantasia over and over again.",28.494,The most sensational sound you'll ever see!,"Animation, Family",English,"classical music, orchestra, musical, cartoon mouse, wizard, live action and animation","James Algar, Samuel Armstrong, Ford Beebe Jr., Norman Ferguson, David Hand, Jim Handley, T. Hee, Wilfred Jackson, Hamilton Luske, Bill Roberts, Paul Satterfield, Ben Sharpsteen","Joe Grant, Dick Huemer, Lee Blair, Elmer Plummer, Phil Dike, Sylvia Moberly-Holland, Norman Wright, Bianca Majolie, Graham Heid, Perce Pearce, Carl Fallberg, William Martin, Leo Thiele, Robert Sterner, John McLeish, Otto Englander, Webb Smith, Erdman Penner, Joseph Sabo, Bill Peet, Vernon Stallings, Campbell Grant, Arthur Heinemann",7.7,106777,"Deems Taylor, Julietta Novis, Leopold Stokowski","None.  There are some female centaurs, but they are depicted in a mythical way and are not sexualized.  One commenter mentioned a scene with Bacchus, the god of wine, but he is a cartoon character and not depicted in a sexual way.",1.0,1940,0,None,"There are some female centaurs, but they are depicted in a mythical way and are not sexualized.  One commenter mentioned a scene with Bacchus, the god of wine, but he is a cartoon character and not depicted in a sexual way."
1904,Memoirs of a Geisha,146,en,"A sweeping romantic epic set in Japan in the years before World War II, a penniless Japanese child is torn from her family to work as a maid in a geisha house.",21.389,"My world is as forbidden as it is fragile; without its mysteries, it cannot survive.","Drama, Romance, History","English, Japanese","secret love, japan, prostitute, sibling relationship, geisha, brothel, mentor, world war ii, loss of virginity, period drama, kimono, sumo, kyoto, japan, 1920s, 1940s, 1930s, loving, student mentor relationship, loss of sister, loss of parents, admiring, appreciative",Rob Marshall,"Robin Swicord, Arthur Golden",7.3,165169,"Zhang Ziyi, Gong Li, Michelle Yeoh, Ken Watanabe, Suzuka Ohgo, Kaori Momoi, Koji Yakusho, Youki Kudoh, Togo Igawa, Mako","Moderate.  Several scenes imply prostitution, though nothing is graphically shown.  Geishas are shown bathing (non-sexual), and there are scenes of seduction and implied sex.  Kissing.  Some sexual innuendo.  A man caresses a woman's bare foot.",6.0,2005,9,Severe,"Several scenes imply prostitution, though nothing is graphically shown.  Geishas are shown bathing (non-sexual), and there are scenes of seduction and implied sex.  Kissing.  Some sexual innuendo.  A man caresses a woman's bare foot."
614934,Elvis,159,en,"The life story of Elvis Presley as seen through the complicated relationship with his enigmatic manager, Colonel Tom Parker.",38.867,The Man. The Legend. The King of Rock & Roll.,"Drama, Music, History",English,"rock 'n' roll, biography, based on true story, singer, music business, 1950s, elvis presley, music movie",Baz Luhrmann,"Baz Luhrmann, Sam Bromell, Craig Pearce, Jeremy Doner",7.3,247005,"Austin Butler, Tom Hanks, Olivia DeJonge, Helen Thomson, Richard Roxburgh, Kelvin Harrison Jr., Elvis Presley, David Wenham, Kodi Smit-McPhee, Luke Bracey","** Mild. Elvis is shown shirtless several times, highlighting his physique and suggestive stage movements.  Some kissing and implied affairs are depicted, but nothing graphic is shown.  There are some sexual innuendos and references to Elvis's appeal to women.",,2022,4,Mild,"Elvis is shown shirtless several times, highlighting his physique and suggestive stage movements.  Some kissing and implied affairs are depicted, but nothing graphic is shown.  There are some sexual innuendos and references to Elvis's appeal to women."
580175,Another Round,117,da,Four high school teachers launch a drinking experiment: upholding a constant low level of intoxication.,19.314,,"Comedy, Drama","Danish, Swedish","friendship, experiment, copenhagen, denmark, alcohol, family relationships, teacher, teacher student relationship, intoxication, social pressure, pressure to perform",Thomas Vinterberg,"Thomas Vinterberg, Tobias Lindholm",7.7,207561,"Mads Mikkelsen, Thomas Bo Larsen, Magnus Millang, Lars Ranthe, Maria Bonnevie, Helene Reingaard Neumann, Susse Wold, Magnus Sjørup, Silas Cornelius Van, Albert Rudbeck Lindhardt","** Moderate; Some scenes of drinking and drunkenness, including public urination and vomiting. A man and woman kiss and begin to undress, but the scene ends before anything explicit is shown. Some sexual innuendo.",,2020,4,Mild,"Some scenes of drinking and drunkenness, including public urination and vomiting. A man and woman kiss and begin to undress, but the scene ends before anything explicit is shown. Some sexual innuendo."
582014,Promising Young Woman,114,en,"A young woman, traumatized by a tragic event in her past, seeks out vengeance against those who crossed her path.",24.609,Revenge never looked so promising.,"Thriller, Crime, Drama",English,"psychopath, coffee shop, ohio, sociopath, revenge, predator turns victim, childhood friends, rape and revenge, woman director, medical school, pediatrician, living with parents, barista, sexual predator, nice guy, prosocial psychopath, transgender",Emerald Fennell,Emerald Fennell,7.5,221028,"Carey Mulligan, Bo Burnham, Alison Brie, Clancy Brown, Jennifer Coolidge, Laverne Cox, Christopher Lowell, Molly Shannon, Connie Britton, Adam Brody","** Moderate.  Frequent scenes of sexual innuendo and insinuation.  A woman pretends to be drunk at bars and clubs, leading men to believe she is an easy target.  Several men attempt to take advantage of her in compromising positions, though nothing explicit is shown.  Some provocative clothing is worn in club scenes.  Discussions of sexual assault.",,2020,4,Mild,"Frequent scenes of sexual innuendo and insinuation.  A woman pretends to be drunk at bars and clubs, leading men to believe she is an easy target.  Several men attempt to take advantage of her in compromising positions, though nothing explicit is shown.  Some provocative clothing is worn in club scenes.  Discussions of sexual assault."
600354,The Father,96,en,"A man refuses all assistance from his daughter as he ages and, as he tries to make sense of his changing circumstances, he begins to doubt his loved ones, his own mind and even the fabric of his reality.",51.482,,Drama,English,"london, england, loss of sense of reality, flat, dementia, mistaken identity, alzheimer's disease, based on play or musical, old man, memory loss, elderly man, father daughter relationship, fading memories, family caregiving",Florian Zeller,"Christopher Hampton, Florian Zeller",8.2,206908,"Anthony Hopkins, Olivia Colman, Mark Gatiss, Olivia Williams, Imogen Poots, Rufus Sewell, Ayesha Dharker, Roman Zeller",None.  There is no sex or nudity.,1.0,2020,0,None,There is no sex or nudity.
